ProductKey,ProductSubcategoryKey,ProductSKU,ProductName,ModelName,ProductDescription,ProductColor,ProductSize,ProductStyle,ProductCost,Orderline Code,ProductPrice
986,17,SKU_986,Maxell Pro 80 Minute CD-R,MP8MC1-986,"Maxell Pro 80 Minute CD-R, 10/Pack",Multi,S,U,31.7244,986_OLC,48.0673
987,8,SKU_987,Deflect-o SuperTray Unbreakable Stackable Tray,DSUSTLB-987,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Multi,M,U,31.7244,987_OLC,48.0673
988,9,SKU_988,White GlueTop Scratch Pads,WGSP-988,White GlueTop Scratch Pads,Multi,L,U,31.7244,988_OLC,48.0673
989,8,SKU_989,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,DDASBMFMPC-989,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Multi,XL,U,31.7244,989_OLC,48.0673
990,8,SKU_990,Luxo Professional Combination Clamp-On Lamps,LPCCL-990,Luxo Professional Combination Clamp-On Lamps,Red,62,U,747.9682,990_OLC,1263.4598
991,9,SKU_991,Xerox 223,X2-991,Xerox 223,Red,44,U,747.9682,991_OLC,1263.4598
992,15,SKU_992,Star Micronics TSP800 TSP847IIU Receipt Printer,SMTTRP-992,Star Micronics TSP800 TSP847IIU Receipt Printer,Red,48,U,747.9682,992_OLC,1263.4598
993,3,SKU_993,Fellowes Mobile File Cart,FMFCB-993,"Fellowes Mobile File Cart, Black",Red,52,U,747.9682,993_OLC,1263.4598
994,14,SKU_994,Permanent Self-Adhesive File Folder Labels for Typewriters,PSFFLFT11X31W-994,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Red,56,U,747.9682,994_OLC,1263.4598
995,9,SKU_995,Southworth Parchment Paper & Envelopes,SPP&E-995,Southworth Parchment Paper & Envelopes,Black,58,U,176.1997,995_OLC,297.6346
996,8,SKU_996,Longer-Life Soft White Bulbs,LSWB-996,Longer-Life Soft White Bulbs,Black,60,U,176.1997,996_OLC,297.6346
997,8,SKU_997,Seth Thomas 14" Putty-Colored Wall Clock,ST1PWC-997,Seth Thomas 14" Putty-Colored Wall Clock,Black,62,U,176.1997,997_OLC,297.6346
998,14,SKU_998,Avery 48,A4-998,Avery 48,Red,44,U,181.4857,998_OLC,306.5636
999,5,SKU_999,GBC Standard Plastic Binding Systems' Combs,GSPBSC-999,GBC Standard Plastic Binding Systems,Red,48,U,181.4857,999_OLC,306.5636
1000,3,SKU_1000,Fellowes Super Stor/Drawer Files,FSSF-1000,Fellowes Super Stor/Drawer Files,Red,52,U,181.4857,1000_OLC,306.5636
1001,9,SKU_1001,Tops Green Bar Computer Printout Paper,TGBCPP-1001,Tops Green Bar Computer Printout Paper,Red,58,U,181.4857,1001_OLC,306.5636
1002,13,SKU_1002,Eureka Sanitaire  Commercial Upright,ESCU-1002,Eureka Sanitaire  Commercial Upright,Red,60,U,181.4857,1002_OLC,306.5636
1003,12,SKU_1003,Sterling Rubber Bands by Alliance,SRBBA-1003,Sterling Rubber Bands by Alliance,Red,62,U,181.4857,1003_OLC,306.5636
1004,9,SKU_1004,Adams Telephone Message Book W/Dividers/Space For Phone Numbers,ATMBWFPN5113-1004,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Red,44,U,352.1394,1004_OLC,594.83
1005,2,SKU_1005,Bose SoundLink Bluetooth Speaker,BSBS-1005,Bose SoundLink Bluetooth Speaker,Red,48,U,352.1394,1005_OLC,594.83
1006,10,SKU_1006,Letter or Legal Size Expandable Poly String Tie Envelopes,LOLSEPSTE-1006,Letter or Legal Size Expandable Poly String Tie Envelopes,Red,52,U,352.1394,1006_OLC,594.83
1007,16,SKU_1007,Stiletto Hand Letter Openers,SHLO-1007,Stiletto Hand Letter Openers,Red,58,U,352.1394,1007_OLC,594.83
1008,17,SKU_1008,Kingston Digital DataTraveler 16GB USB 2.0,KDD1U2-1008,Kingston Digital DataTraveler 16GB USB 2.0,Red,60,U,352.1394,1008_OLC,594.83
1009,11,SKU_1009,Global Deluxe Stacking Chair,GDSCG-1009,"Global Deluxe Stacking Chair, Gray",Black,44,U,176.1997,1009_OLC,297.6346
1010,10,SKU_1010,Convenience Packs of Business Envelopes,CPOBE-1010,Convenience Packs of Business Envelopes,Black,48,U,176.1997,1010_OLC,297.6346
1011,17,SKU_1011,Logitech G105 Gaming Keyboard,LGGK-1011,Logitech G105 Gaming Keyboard,Black,52,U,176.1997,1011_OLC,297.6346
1012,14,SKU_1012,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,SACSALASS-1012,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Silver,42,U,623.8403,1012_OLC,1204.3248
1013,14,SKU_1013,Avery 512,A5-1013,Avery 512,Silver,44,U,706.811,1013_OLC,1364.5
1014,14,SKU_1014,Avery 519,A5-1014,Avery 519,Silver,48,U,706.811,1014_OLC,1364.5
1015,11,SKU_1015,Office Star - Contemporary Task Swivel chair with Loop Arms,OS-CTSCWLAC-1015,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Silver,46,U,623.8403,1015_OLC,1204.3248
1016,17,SKU_1016,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,IU2SFDUFD-4G-P-1016,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,Black,42,U,617.0281,1016_OLC,1191.1739
1017,3,SKU_1017,Tennsco Lockers,TLG-1017,"Tennsco Lockers, Gray",Black,44,U,699.0928,1017_OLC,1349.6
1018,3,SKU_1018,Fellowes Staxonsteel Drawer Files,FSDF-1018,Fellowes Staxonsteel Drawer Files,Black,48,U,699.0928,1018_OLC,1349.6
1019,17,SKU_1019,Maxell 74 Minute CDR,M7MC1-1019,"Maxell 74 Minute CDR, 10/Pack",Black,46,U,617.0281,1019_OLC,1191.1739
1020,9,SKU_1020,Xerox 197,X1-1020,Xerox 197,Black,38,U,617.0281,1020_OLC,1191.1739
1021,10,SKU_1021,#10- 4 1/8" x 9 1/2" Security-Tint Envelopes,#41X91SE-1021,#10- 4 1/8" x 9 1/2" Security-Tint Envelopes,Silver,38,U,623.8403,1021_OLC,1204.3248
1022,15,SKU_1022,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,HDFACI-P/C/S-1022,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,Red,62,U,2171.2942,1022_OLC,3578.27
1023,7,SKU_1023,Dixon Ticonderoga Core-Lock Colored Pencils,DTCCP4S-1023,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Red,44,U,2171.2942,1023_OLC,3578.27
1024,3,SKU_1024,Fellowes High-Stak Drawer Files,FHDF-1024,Fellowes High-Stak Drawer Files,Red,48,U,2171.2942,1024_OLC,3578.27
1025,8,SKU_1025,DAX Cubicle Frames - 8x10,DCF-8-1025,DAX Cubicle Frames - 8x10,Red,52,U,2171.2942,1025_OLC,3578.27
1026,17,SKU_1026,WD My Passport Ultra 1TB Portable External Hard Drive,WMPU1PEHD-1026,WD My Passport Ultra 1TB Portable External Hard Drive,Red,56,U,2171.2942,1026_OLC,3578.27
1027,3,SKU_1027,Iris Project Case,IPC-1027,Iris Project Case,Red,58,U,884.7083,1027_OLC,1457.99
1028,11,SKU_1028,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,GESSHSC-1028,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Red,60,U,884.7083,1028_OLC,1457.99
1029,8,SKU_1029,Eldon Pizzaz Desk Accessories,EPDA-1029,Eldon Pizzaz Desk Accessories,Red,44,U,884.7083,1029_OLC,1457.99
1030,3,SKU_1030,Sortfiler Multipurpose Personal File Organizer,SMPFOB-1030,"Sortfiler Multipurpose Personal File Organizer, Black",Red,48,U,884.7083,1030_OLC,1457.99
1031,16,SKU_1031,Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles,AHFCSSWNH37C8-1031,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Red,52,U,884.7083,1031_OLC,1457.99
1032,4,SKU_1032,Bevis Round Bullnose 29" High Table Top,BRB2HTT-1032,Bevis Round Bullnose 29" High Table Top,Red,58,U,413.1463,1032_OLC,699.0982
1033,17,SKU_1033,Sony 16GB Class 10 Micro SDHC R40 Memory Card,S1C1MSRMC-1033,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Red,60,U,413.1463,1033_OLC,699.0982
1034,5,SKU_1034,Flexible Leather- Look Classic Collection Ring Binder,FLLCCRB-1034,Flexible Leather- Look Classic Collection Ring Binder,Red,62,U,413.1463,1034_OLC,699.0982
1035,10,SKU_1035,Pastel Pink Envelopes,PPE-1035,Pastel Pink Envelopes,Red,44,U,413.1463,1035_OLC,699.0982
1036,3,SKU_1036,Space Solutions Industrial Galvanized Steel Shelving.,SSIGSS-1036,Space Solutions Industrial Galvanized Steel Shelving.,Red,48,U,413.1463,1036_OLC,699.0982
1037,13,SKU_1037,Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs,HRBFSG&CLUV2-1037,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Red,52,U,413.1463,1037_OLC,699.0982
1038,6,SKU_1038,Hewlett Packard 610 Color Digital Copier / Printer,HP6CDC/P-1038,Hewlett Packard 610 Color Digital Copier / Printer,Black,58,U,413.1463,1038_OLC,699.0982
1039,9,SKU_1039,Xerox 1903,X1-1039,Xerox 1903,Black,60,U,413.1463,1039_OLC,699.0982
1040,3,SKU_1040,SimpliFile Personal File,SPFBG1X6X1-1040,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Black,62,U,413.1463,1040_OLC,699.0982
1041,11,SKU_1041,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,OS-EMBCW2AA-1041,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Black,44,U,413.1463,1041_OLC,699.0982
1042,17,SKU_1042,Logitech Illuminated - Keyboard,LI-K-1042,Logitech Illuminated - Keyboard,Black,48,U,413.1463,1042_OLC,699.0982
1043,2,SKU_1043,Avaya IP Phone 1140E VoIP phone,AIP1VP-1043,Avaya IP Phone 1140E VoIP phone,Black,52,U,413.1463,1043_OLC,699.0982
1044,11,SKU_1044,Global Wood Trimmed Manager's Task Chair,GWTMTCK-1044,Global Wood Trimmed Manager,Silver,38,U,1912.1544,1044_OLC,3399.99
1045,10,SKU_1045,White Business Envelopes with Contemporary Seam,WBEWCSRWBE-1045,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Silver,42,U,1912.1544,1045_OLC,3399.99
1046,3,SKU_1046,Eldon Base for stackable storage shelf,EBFSSSP-1046,"Eldon Base for stackable storage shelf, platinum",Silver,44,U,1912.1544,1046_OLC,3399.99
1047,11,SKU_1047,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,OSFBSCWAFF-1047,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Silver,48,U,1912.1544,1047_OLC,3399.99
1048,5,SKU_1048,Computer Printout Index Tabs,CPIT-1048,Computer Printout Index Tabs,Black,38,U,1898.0944,1048_OLC,3374.99
1049,9,SKU_1049,Spiral Phone Message Books with Labels by Adams,SPMBWLBA-1049,Spiral Phone Message Books with Labels by Adams,Black,42,U,1898.0944,1049_OLC,3374.99
1050,5,SKU_1050,Accohide Poly Flexible Ring Binders,APFRB-1050,Accohide Poly Flexible Ring Binders,Black,44,U,1898.0944,1050_OLC,3374.99
1051,5,SKU_1051,Avery Durable Slant Ring Binders With Label Holder,ADSRBWLH-1051,Avery Durable Slant Ring Binders With Label Holder,Black,48,U,1898.0944,1051_OLC,3374.99
1052,9,SKU_1052,Xerox 1917,X1-1052,Xerox 1917,Silver,38,U,1117.8559,1052_OLC,2071.4196
1053,2,SKU_1053,Panasonic KX TS208W Corded phone,PKTCP-1053,Panasonic KX TS208W Corded phone,Silver,42,U,1117.8559,1053_OLC,2071.4196
1054,4,SKU_1054,Lesro Round Back Collection Coffee Table,LRBCCTET-1054,"Lesro Round Back Collection Coffee Table, End Table",Silver,46,U,1117.8559,1054_OLC,2071.4196
1055,3,SKU_1055,24 Capacity Maxi Data Binder Racks,2CMDBRP-1055,"24 Capacity Maxi Data Binder Racks, Pearl",Black,38,U,1105.81,1055_OLC,2049.0982
1056,9,SKU_1056,Wirebound Voice Message Log Book,WVMLB-1056,Wirebound Voice Message Log Book,Black,42,U,1105.81,1056_OLC,2049.0982
1057,14,SKU_1057,Avery 4027 File Folder Labels for Dot Matrix Printers,A4FFLFDMP5LPBW-1057,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Black,46,U,1105.81,1057_OLC,2049.0982
1058,4,SKU_1058,Hon Practical Foundations 30 x 60 Training Table,HPF3X6TTLG-1058,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Black,38,U,598.4354,1058_OLC,1079.99
1059,5,SKU_1059,Plastic Binding Combs,PBC-1059,Plastic Binding Combs,Black,40,U,598.4354,1059_OLC,1079.99
1060,7,SKU_1060,SANFORD Liquid Accent Tank-Style Highlighters,SLATH-1060,SANFORD Liquid Accent Tank-Style Highlighters,Black,44,U,598.4354,1060_OLC,1079.99
1061,8,SKU_1061,Tenex Chairmats For Use with Hard Floors,TCFUWHF-1061,Tenex Chairmats For Use with Hard Floors,Black,48,U,598.4354,1061_OLC,1079.99
1062,12,SKU_1062,Advantus Map Pennant Flags and Round Head Tacks,AMPFARHT-1062,Advantus Map Pennant Flags and Round Head Tacks,Red,44,U,1518.7864,1062_OLC,2443.35
1063,5,SKU_1063,GBC VeloBind Cover Sets,GVCS-1063,GBC VeloBind Cover Sets,Red,48,U,1518.7864,1063_OLC,2443.35
1064,17,SKU_1064,Memorex 25GB 6X Branded Blu-Ray Recordable Disc,M26BBRD1-1064,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",Red,52,U,1518.7864,1064_OLC,2443.35
1065,8,SKU_1065,Tenex Chairmats For Use With Carpeted Floors,TCFUWCF-1065,Tenex Chairmats For Use With Carpeted Floors,Red,58,U,1320.6838,1065_OLC,2181.5625
1066,16,SKU_1066,Serrated Blade or Curved Handle Hand Letter Openers,SBOCHHLO-1066,Serrated Blade or Curved Handle Hand Letter Openers,Black,44,U,1320.6838,1066_OLC,2181.5625
1067,16,SKU_1067,Premier Automatic Letter Opener,PALO-1067,Premier Automatic Letter Opener,Black,48,U,1320.6838,1067_OLC,2181.5625
1068,2,SKU_1068,Digium D40 VoIP phone,DDVP-1068,Digium D40 VoIP phone,Black,52,U,1320.6838,1068_OLC,2181.5625
1069,17,SKU_1069,Maxell 4.7GB DVD 5/Pack,M4D5-1069,Maxell 4.7GB DVD 5/Pack,Black,58,U,1320.6838,1069_OLC,2181.5625
1070,3,SKU_1070,Letter/Legal File Tote with Clear Snap-On Lid,LFTWCSLBG-1070,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Yellow,38,W,605.6492,1070_OLC,1000.4375
1071,5,SKU_1071,Avery Framed View Binder,AFVBER(N11-1071,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Yellow,40,W,605.6492,1071_OLC,1000.4375
1072,9,SKU_1072,Xerox 1952,X1-1072,Xerox 1952,Yellow,42,W,605.6492,1072_OLC,1000.4375
1073,3,SKU_1073,Tennsco Regal Shelving Units,TRSU-1073,Tennsco Regal Shelving Units,Yellow,44,W,605.6492,1073_OLC,1000.4375
1074,17,SKU_1074,Maxell LTO Ultrium - 800 GB,MLU-8G-1074,Maxell LTO Ultrium - 800 GB,Yellow,48,W,605.6492,1074_OLC,1000.4375
1075,7,SKU_1075,Newell 325,N3-1075,Newell 325,Multi,0,0,65.8097,1075_OLC,148.22
1076,7,SKU_1076,Lumber Crayons,LC-1076,Lumber Crayons,Multi,0,0,77.9176,1076_OLC,175.49
1077,9,SKU_1077,RSVP Cards & Envelopes,RC&EBW8X12CE-1077,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Multi,0,0,101.8936,1077_OLC,229.49
1078,8,SKU_1078,Eldon Expressions Wood Desk Accessories,EEWDAO-1078,"Eldon Expressions Wood Desk Accessories, Oak",Multi,0,0,15.1848,1078_OLC,34.2
1079,5,SKU_1079,GBC Recycled VeloBinder Covers,GRVC-1079,GBC Recycled VeloBinder Covers,Multi,0,0,45.4168,1079_OLC,102.29
1080,2,SKU_1080,ClearOne CHATAttach 160 - speaker phone,CC1-SP-1080,ClearOne CHATAttach 160 - speaker phone,Multi,0,0,55.3801,1080_OLC,124.73
1081,2,SKU_1081,Plantronics Voyager Pro HD - Bluetooth Headset,PVPH-BH-1081,Plantronics Voyager Pro HD - Bluetooth Headset,Multi,0,0,17.978,1081_OLC,40.4909
1082,2,SKU_1082,Cisco IP Phone 7961G VoIP phone - Dark gray,CIP7VP-DG-1082,Cisco IP Phone 7961G VoIP phone - Dark gray,Multi,0,0,24.9932,1082_OLC,56.2909
1083,3,SKU_1083,Multi-Use Personal File Cart and Caster Set,MPFCACSTSB-1083,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Multi,0,0,48.5453,1083_OLC,109.3364
1084,14,SKU_1084,Avery 475,A4-1084,Avery 475,Multi,0,0,17.978,1084_OLC,40.4909
1085,8,SKU_1085,Master Big Foot Doorstop,MBFDB-1085,"Master Big Foot Doorstop, Beige",Multi,0,0,24.9932,1085_OLC,56.2909
1086,8,SKU_1086,Howard Miller 13" Diameter Pewter Finish Round Wall Clock,HM1DPFRWC-1086,Howard Miller 13" Diameter Pewter Finish Round Wall Clock,Multi,0,0,48.5453,1086_OLC,109.3364
1087,3,SKU_1087,Adjustable Depth Letter/Legal Cart,ADLC-1087,Adjustable Depth Letter/Legal Cart,Black,38,U,185.8193,1087_OLC,348.76
1088,2,SKU_1088,Samsung Rugby III,SRI-1088,Samsung Rugby III,Black,0,0,26.9708,1088_OLC,60.745
1089,9,SKU_1089,Ampad Evidence Wirebond Steno Books,AEWSB6X9-1089,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Black,0,0,92.8071,1089_OLC,209.025
1090,4,SKU_1090,Hon Racetrack Conference Tables,HRCT-1090,Hon Racetrack Conference Tables,Black,0,0,133.2955,1090_OLC,300.215
1091,8,SKU_1091,Tenex Antistatic Computer Chair Mats,TACCM-1091,Tenex Antistatic Computer Chair Mats,Black,0,0,37.9909,1091_OLC,85.565
1092,17,SKU_1092,Belkin F8E887 USB Wired Ergonomic Keyboard,BFUWEK-1092,Belkin F8E887 USB Wired Ergonomic Keyboard,Black,0,0,110.2829,1092_OLC,248.385
1093,15,SKU_1093,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,CIMMDLMC-1093,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,Black,0,0,146.5466,1093_OLC,330.06
1094,17,SKU_1094,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,NNDBWGR-1094,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Black,0,0,96.7964,1094_OLC,218.01
1095,3,SKU_1095,Trav-L-File Heavy-Duty Shuttle II,THSIB-1095,"Trav-L-File Heavy-Duty Shuttle II, Black",Yellow,38,W,300.1188,1095_OLC,540.7545
1096,12,SKU_1096,OIC Bulk Pack Metal Binder Clips,OBPMBC-1096,OIC Bulk Pack Metal Binder Clips,Black,0,0,38.9588,1096_OLC,87.745
1097,2,SKU_1097,Polycom SoundPoint Pro SE-225 Corded phone,PSPSCP-1097,Polycom SoundPoint Pro SE-225 Corded phone,Black,0,0,104.7951,1097_OLC,236.025
1098,5,SKU_1098,Cardinal EasyOpen D-Ring Binders,CEDB-1098,Cardinal EasyOpen D-Ring Binders,Black,0,0,145.2835,1098_OLC,327.215
1099,15,SKU_1099,Hewlett-Packard Deskjet D4360 Printer,HDDP-1099,Hewlett-Packard Deskjet D4360 Printer,Black,0,0,49.9789,1099_OLC,112.565
1100,5,SKU_1100,Acco Flexible ACCOHIDE Square Ring Data Binder,AFASRDBDB11X17-1100,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Black,0,0,122.2709,1100_OLC,275.385
1101,7,SKU_1101,Newell 343,N3-1101,Newell 343,Black,0,0,158.5346,1101_OLC,357.06
1102,8,SKU_1102,OIC Stacking Trays,OST-1102,OIC Stacking Trays,Black,0,0,108.7844,1102_OLC,245.01
1103,3,SKU_1103,Tennsco Double-Tier Lockers,TDL-1103,Tennsco Double-Tier Lockers,Black,40,U,185.8193,1103_OLC,348.76
1104,17,SKU_1104,Memorex Micro Travel Drive 32 GB,MMTD3G-1104,Memorex Micro Travel Drive 32 GB,Black,44,U,185.8193,1104_OLC,348.76
1105,11,SKU_1105,Global Stack Chair with Arms,GSCWAB-1105,"Global Stack Chair with Arms, Black",Black,48,U,185.8193,1105_OLC,348.76
1106,5,SKU_1106,Avery Triangle Shaped Sheet Lifters,ATSSLB2-1106,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Yellow,40,W,300.1188,1106_OLC,540.7545
1107,16,SKU_1107,Acme Stainless Steel Office Snips,ASSOS-1107,Acme Stainless Steel Office Snips,Yellow,42,W,300.1188,1107_OLC,540.7545
1108,7,SKU_1108,Panasonic KP-150 Electric Pencil Sharpener,PKEPS-1108,Panasonic KP-150 Electric Pencil Sharpener,Yellow,44,W,300.1188,1108_OLC,540.7545
1109,2,SKU_1109,Toshiba IPT2010-SD IP Telephone,TIIT-1109,Toshiba IPT2010-SD IP Telephone,Yellow,48,W,300.1188,1109_OLC,540.7545
1110,1,SKU_1110,Sauder Mission Library with Doors,SMLWDFF-1110,"Sauder Mission Library with Doors, Fruitwood Finish",Black,62,U,722.2568,1110_OLC,1301.3636
1111,9,SKU_1111,Recycled Desk Saver Line "While You Were Out" Book,RDSL"YWOB51X4-1111,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Black,44,U,722.2568,1111_OLC,1301.3636
1112,9,SKU_1112,Xerox 1912,X1-1112,Xerox 1912,Black,48,U,722.2568,1112_OLC,1301.3636
1113,8,SKU_1113,Eldon 200 Class Desk Accessories,E2CDAB-1113,"Eldon 200 Class Desk Accessories, Black",Black,52,U,722.2568,1113_OLC,1301.3636
1114,8,SKU_1114,Luxo Economy Swing Arm Lamp,LESAL-1114,Luxo Economy Swing Arm Lamp,Black,S,M,24.7459,1114_OLC,59.99
1115,8,SKU_1115,Eldon Expressions Punched Metal & Wood Desk Accessories,EEPM&WDAP&C-1115,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Grey,0,0,51.5625,1115_OLC,125
1116,14,SKU_1116,Avery White Multi-Purpose Labels,AWML-1116,Avery White Multi-Purpose Labels,Multi,0,0,10.3125,1116_OLC,25
1117,7,SKU_1117,Avery Hi-Liter Comfort Grip Fluorescent Highlighter,AHCGFHYI-1117,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Multi,0,0,8.2459,1117_OLC,19.99
1118,9,SKU_1118,Xerox 199,X1-1118,Xerox 199,Multi,0,0,10.3084,1118_OLC,24.99
1119,9,SKU_1119,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),X4SMPCP(A8B-1119,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Multi,0,0,5.7709,1119_OLC,13.99
1120,3,SKU_1120,Acco Perma 3000 Stacking Storage Drawers,AP3SSD-1120,Acco Perma 3000 Stacking Storage Drawers,Multi,0,0,14.4334,1120_OLC,34.99
1121,3,SKU_1121,Stur-D-Stor Shelving,SSV57X3X11-1121,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Multi,0,0,18.5584,1121_OLC,44.99
1122,2,SKU_1122,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),SGSI-1-PB(-1122,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Black,M,M,24.7459,1122_OLC,59.99
1123,11,SKU_1123,Global Airflow Leather Mesh Back Chair,GALMBCB-1123,"Global Airflow Leather Mesh Back Chair, Black",Black,L,M,24.7459,1123_OLC,59.99
1124,5,SKU_1124,Universal Recycled Hanging Pressboard Report Binders,URHPRBLS-1124,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Black,XL,M,24.7459,1124_OLC,59.99
1125,7,SKU_1125,Boston Electric Pencil Sharpener,BEPSM1CB-1125,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Black,S,W,30.9334,1125_OLC,74.99
1126,9,SKU_1126,Xerox 1893,X1-1126,Xerox 1893,Black,M,W,30.9334,1126_OLC,74.99
1127,2,SKU_1127,Classic Ivory Antique Telephone ZL1810,CIATZ-1127,Classic Ivory Antique Telephone ZL1810,Black,L,W,30.9334,1127_OLC,74.99
1128,7,SKU_1128,50 Colored Long Pencils,5CLP-1128,50 Colored Long Pencils,Multi,S,M,37.1209,1128_OLC,89.99
1129,1,SKU_1129,Atlantic Metals Mobile 3-Shelf Bookcases,AMM3BCC-1129,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Multi,M,M,37.1209,1129_OLC,89.99
1130,9,SKU_1130,Xerox 1979,X1-1130,Xerox 1979,Multi,L,M,37.1209,1130_OLC,89.99
1131,5,SKU_1131,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,FPEPPCBMWMB-1131,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Black,S,U,9.7136,1131_OLC,23.5481
1132,8,SKU_1132,DAX Wood Document Frame.,DWDF-1132,DAX Wood Document Frame.,Black,M,U,9.7136,1132_OLC,23.5481
1133,9,SKU_1133,Wirebound Message Books,WMBF23X5FPP6SPB-1133,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Black,L,U,9.7136,1133_OLC,23.5481
1134,9,SKU_1134,Xerox 1882,X1-1134,Xerox 1882,Black,S,U,15.6709,1134_OLC,37.99
1135,3,SKU_1135,Personal Filing Tote with Lid,PFTWLB-1135,"Personal Filing Tote with Lid, Black/Gray",Black,M,U,15.6709,1135_OLC,37.99
1136,9,SKU_1136,Xerox 1974,X1-1136,Xerox 1974,Black,L,U,15.6709,1136_OLC,37.99
1137,4,SKU_1137,Bevis Boat-Shaped Conference Table,BBCT-1137,Bevis Boat-Shaped Conference Table,Blue,S,U,23.749,1137_OLC,63.5
1138,17,SKU_1138,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,I1MTU2FD-1138,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Blue,M,U,23.749,1138_OLC,63.5
1139,9,SKU_1139,Xerox 221,X2-1139,Xerox 221,Blue,L,U,23.749,1139_OLC,63.5
1140,9,SKU_1140,Adams Write n' Stick Phone Message Book,AWNSPMB1X512M-1140,Adams Write n,Black,S,W,26.1763,1140_OLC,69.99
1141,9,SKU_1141,Xerox 192,X1-1141,Xerox 192,Black,M,W,26.1763,1141_OLC,69.99
1142,7,SKU_1142,Newell 310,N3-1142,Newell 310,Black,L,W,26.1763,1142_OLC,69.99
1143,10,SKU_1143,Ames Color-File Green Diamond Border X-ray Mailers,ACGDBXM-1143,Ames Color-File Green Diamond Border X-ray Mailers,Multi,0,0,1.8663,1143_OLC,4.99
1144,8,SKU_1144,Eldon 100 Class Desk Accessories,E1CDA-1144,Eldon 100 Class Desk Accessories,Multi,0,0,3.7363,1144_OLC,9.99
